Filename,Landmark Group,Index,X,Y,Z
droopy face 153.png,silhouette,10,-0.19218140092002903,-1.8114798765951714,-0.7168695654292213
droopy face 153.png,silhouette,338,0.3094285813260047,-1.856585625342769,-0.5562054033191509
droopy face 153.png,silhouette,297,0.7273882672792575,-1.836060640665663,-0.1043803674067622
droopy face 153.png,silhouette,332,1.111391678505472,-1.7229439413997754,0.6188606207640097
droopy face 153.png,silhouette,284,1.3577802770775993,-1.510927989589699,1.424246908454065
droopy face 153.png,silhouette,251,1.5209570514365631,-1.2284751254871746,2.177367660005308
droopy face 153.png,silhouette,389,1.6219998139496241,-0.9222973896233052,2.958784640035818
droopy face 153.png,silhouette,356,1.680490535585135,-0.5355858635434027,3.5610796091115122
droopy face 153.png,silhouette,454,1.6996908878696284,-0.1655791745304105,3.828076483115477
droopy face 153.png,silhouette,323,1.7300277560045845,0.2093098722469515,3.8341979797259724
droopy face 153.png,silhouette,361,1.7403675455007863,0.6168404559504927,3.655608450132279
droopy face 153.png,silhouette,288,1.6892506314137985,1.056193280015524,3.269287396802595
droopy face 153.png,silhouette,397,1.5871460863041502,1.4206536599004194,2.6293770471985614
droopy face 153.png,silhouette,365,1.4579341536222705,1.6987600324967,1.9303557319662652
droopy face 153.png,silhouette,379,1.2698109399389947,1.9649910860165551,1.3645967617539005
droopy face 153.png,silhouette,378,1.1023018849023183,2.1665466297272378,0.9028924561243494
droopy face 153.png,silhouette,400,0.9146306427350958,2.355193958145483,0.4175255002493236
droopy face 153.png,silhouette,377,0.6679671229478621,2.507298568593197,0.07556774701640308
droopy face 153.png,silhouette,152,0.3199929287552256,2.600654312704018,-0.08265799345578999
droopy face 153.png,silhouette,148,-0.05434086211246177,2.6148493538678856,-0.024134581539490933
droopy face 153.png,silhouette,176,-0.36050029234058156,2.54631710070406,0.2390421829183758
droopy face 153.png,silhouette,149,-0.6277526593310975,2.424373731930626,0.6552207522193646
droopy face 153.png,silhouette,150,-0.8795740022550039,2.281926290334062,1.04922098491589
droopy face 153.png,silhouette,136,-1.1702202435774385,2.074048645055383,1.5486319910446298
droopy face 153.png,silhouette,172,-1.4009152280838246,1.8327855983305326,2.171607073901613
droopy face 153.png,silhouette,58,-1.6138958367318454,1.4999816576791776,2.7584586270458953
droopy face 153.png,silhouette,132,-1.7753105452291138,1.0757462369087258,3.1075764777060955
droopy face 153.png,silhouette,93,-1.8603146792336798,0.6664254491344831,3.264239892959309
droopy face 153.png,silhouette,234,-1.9147873714954313,0.28812104849173986,3.241359798062114
droopy face 153.png,silhouette,127,-1.967850411067826,-0.08688749459405443,2.9730491981617253
droopy face 153.png,silhouette,162,-1.9696537540524697,-0.48867161285287464,2.3835818448955184
droopy face 153.png,silhouette,21,-1.9106205887163308,-0.8189889100109459,1.6333594464860515
droopy face 153.png,silhouette,54,-1.7795838956746932,-1.1413189992282082,0.9424042917410845
droopy face 153.png,silhouette,103,-1.5407487509975042,-1.4137754369914233,0.22706415597643978
droopy face 153.png,silhouette,67,-1.141554385009373,-1.617673295060361,-0.3757979012884443
droopy face 153.png,silhouette,109,-0.7047152828926609,-1.736608157556029,-0.6900251351467999
droopy face 153.png,lipsUpperOuter,61,-0.5927580962189614,1.3987264607290528,-0.251929727327729
droopy face 153.png,lipsUpperOuter,185,-0.5363941848334602,1.3229008250652532,-0.5721005399676088
droopy face 153.png,lipsUpperOuter,40,-0.42215676162256693,1.2544903087656427,-0.9067955154232524
droopy face 153.png,lipsUpperOuter,39,-0.2725177153700881,1.1684447513231688,-1.2051677540049055
droopy face 153.png,lipsUpperOuter,37,-0.02917492714379412,1.080703093152884,-1.4070082657458212
droopy face 153.png,lipsUpperOuter,0,0.21269707152236197,1.0736528109553773,-1.4211292898505616
droopy face 153.png,lipsUpperOuter,267,0.4315296858653132,1.0080702494800102,-1.3381463808378935
droopy face 153.png,lipsUpperOuter,269,0.6543090681339155,1.0185414869323561,-1.0656719835106874
droopy face 153.png,lipsUpperOuter,270,0.7893527573560719,1.0611015908843815,-0.7202188018241962
droopy face 153.png,lipsUpperOuter,409,0.8898560616207937,1.0976443088549122,-0.3517598982673049
droopy face 153.png,lipsUpperOuter,291,0.9415726622109885,1.159497465229299,-0.013027189295708282
droopy face 153.png,lipsLowerOuter,146,-0.4992419185302402,1.4910810498307892,-0.441193844207671
droopy face 153.png,lipsLowerOuter,91,-0.37297312259591736,1.5804934157633432,-0.7039117057857125
droopy face 153.png,lipsLowerOuter,181,-0.19244528894189475,1.6711466761737743,-0.9058134252104385
droopy face 153.png,lipsLowerOuter,84,0.025743116718066096,1.7179574878723158,-1.0684410759281757
droopy face 153.png,lipsLowerOuter,17,0.2723503023186349,1.706050427588963,-1.0723255245446452
droopy face 153.png,lipsLowerOuter,314,0.49526883262434496,1.649004010221266,-1.001730307941226
droopy face 153.png,lipsLowerOuter,405,0.6765525049165004,1.5436071459060698,-0.7732562975730438
droopy face 153.png,lipsLowerOuter,321,0.8054041064873623,1.403474945285382,-0.5359137817344218
droopy face 153.png,lipsLowerOuter,375,0.887095946078761,1.2771580116233257,-0.23409090991217124
droopy face 153.png,lipsLowerOuter,291,0.9415726622109885,1.159497465229299,-0.013027189295708282
droopy face 153.png,lipsUpperInner,78,-0.4813359545163049,1.371652704923892,-0.34457286602281634
droopy face 153.png,lipsUpperInner,191,-0.3842657905813058,1.3230505688767573,-0.519787650709941
droopy face 153.png,lipsUpperInner,80,-0.26884483024135614,1.308325636270185,-0.7463344929134078
droopy face 153.png,lipsUpperInner,81,-0.13406788469108077,1.2900878856216662,-0.9357502089554828
droopy face 153.png,lipsUpperInner,82,0.02836122857297574,1.272911411562412,-1.0686037623834201
droopy face 153.png,lipsUpperInner,13,0.21731102313339906,1.2520570651851894,-1.0925962277389227
droopy face 153.png,lipsUpperInner,312,0.3887899509003956,1.217401268609998,-1.0085954724482995
droopy face 153.png,lipsUpperInner,311,0.5298621769093355,1.1859756066221177,-0.8199548838142915
droopy face 153.png,lipsUpperInner,310,0.6424858982570539,1.163881112618946,-0.5960547732778994
droopy face 153.png,lipsUpperInner,415,0.7380520432499192,1.1474925673434173,-0.3375605724306818
droopy face 153.png,lipsUpperInner,308,0.8277493082523094,1.1670529927558964,-0.13564478623039233
droopy face 153.png,lipsLowerInner,78,-0.4813359545163049,1.371652704923892,-0.34457286602281634
droopy face 153.png,lipsLowerInner,95,-0.36929738181717015,1.41661692523119,-0.46185405001684626
droopy face 153.png,lipsLowerInner,88,-0.2741669830561804,1.431446043681677,-0.6563374600632264
droopy face 153.png,lipsLowerInner,178,-0.12757919884501842,1.4383704813293658,-0.8245885348710271
droopy face 153.png,lipsLowerInner,87,0.04481262831095084,1.438184888625332,-0.9548821433745209
droopy face 153.png,lipsLowerInner,14,0.2412333225204163,1.4199725309423552,-0.9763757622549754
droopy face 153.png,lipsLowerInner,317,0.42054997116114384,1.381328545073235,-0.8834599130159616
droopy face 153.png,lipsLowerInner,402,0.566950840098579,1.331777533651955,-0.7055186532631749
droopy face 153.png,lipsLowerInner,318,0.6810514517132861,1.2844958318129978,-0.5010998998333216
droopy face 153.png,lipsLowerInner,324,0.7477890309883521,1.2445116201596165,-0.27147752626712535
droopy face 153.png,lipsLowerInner,308,0.8277493082523094,1.1670529927558964,-0.13564478623039233
droopy face 153.png,rightEyeUpper0,246,-1.2678011794583508,-0.3591381746511877,-0.07296879162053797
droopy face 153.png,rightEyeUpper0,161,-1.2118541929750792,-0.38983528258359473,-0.19508678675298197
droopy face 153.png,rightEyeUpper0,160,-1.1197045087198019,-0.4328881220949216,-0.30366746097952374
droopy face 153.png,rightEyeUpper0,159,-0.9785687444980221,-0.46806354089881175,-0.37448007910146275
droopy face 153.png,rightEyeUpper0,158,-0.8402295053559699,-0.47829429203043744,-0.3754551259702332
droopy face 153.png,rightEyeUpper0,157,-0.6942392010093665,-0.46732975887984457,-0.2920887859555615
droopy face 153.png,rightEyeUpper0,173,-0.5899259404151799,-0.4338005884375915,-0.19696868635559306
droopy face 153.png,rightEyeLower0,33,-1.3118704791099238,-0.3381919654868577,0.08788567504600847
droopy face 153.png,rightEyeLower0,7,-1.242068397961652,-0.30848294265480036,-0.02863205369232896
droopy face 153.png,rightEyeLower0,163,-1.1643970539872077,-0.2942503721815655,-0.12575790651565916
droopy face 153.png,rightEyeLower0,144,-1.0594729438942998,-0.28595527453356145,-0.2287827181377476
droopy face 153.png,rightEyeLower0,145,-0.9110884366144388,-0.2935145363197971,-0.29927191363864697
droopy face 153.png,rightEyeLower0,153,-0.7761234075699759,-0.3204314532201406,-0.29506861886797847
droopy face 153.png,rightEyeLower0,154,-0.6532245382582194,-0.36119071046149465,-0.22961710521589296
droopy face 153.png,rightEyeLower0,155,-0.5771543053264281,-0.3862477793488783,-0.14223813910174515
droopy face 153.png,rightEyeLower0,133,-0.5409854210466486,-0.404969116620584,-0.13175389278344438
droopy face 153.png,rightEyeUpper1,247,-1.3688047416848388,-0.43331737524036834,-0.06532287413303071
droopy face 153.png,rightEyeUpper1,30,-1.2907973396245063,-0.5140838098318805,-0.26845329866792306
droopy face 153.png,rightEyeUpper1,29,-1.1825839101208269,-0.5894927021200225,-0.41090174366815596
droopy face 153.png,rightEyeUpper1,27,-1.0156394949735335,-0.632912432640833,-0.5093273085227655
droopy face 153.png,rightEyeUpper1,28,-0.8372197800421478,-0.6390855372492538,-0.4718937213694083
droopy face 153.png,rightEyeUpper1,56,-0.6779848411224452,-0.6001898622804981,-0.3459283698870822
droopy face 153.png,rightEyeUpper1,190,-0.5186496948476611,-0.5038896544447122,-0.2493673246289503
droopy face 153.png,rightEyeLower1,130,-1.3682068724134597,-0.32728437979575215,0.1499604980535099
droopy face 153.png,rightEyeLower1,25,-1.3017079995192156,-0.2404887963048837,0.019553977576490345
